"product_id","sku","name","description","category","subcategory","brand","price","cost","stock_quantity","weight_kg","length_cm","width_cm","height_cm","status","created_date","rating_average","review_count"
1797,"PRD-5UDPCU-QKS","Workstation Waterproof","Dependable functionality year after year","Clothing","PSU","PolishedBrand",1552.99,601.99,459,7.79,106.2,13.3,89.6,"active","2021-03-12",1.6,128
1798,"PRD-5UH0ZN-FIF","Natural SmartBand","Advanced processors deliver rapid performance","Car Accessories","TShirts","VitaminVault",1717.99,973.99,210,49.72,138.5,9.7,6.0,"active","2024-12-29",3.9,3095
1799,"PRD-5UTVOQ-KON","Enterprise DSLR Aluminum","Proven durability in real-world applications","Activewear","Outerwear","SupplementSmarte",39.95,214.95,334,17.45,52.2,100.6,34.7,"active","2025-06-10",2.8,535
1800,"PRD-5UXL77-FEG","Signature FoldablePhone Kit","Carbon-neutral production methods employed","Cycling","Storage","FlossFirst",298.95,1006.99,301,0.4,36.9,20.3,18.7,"out_of_stock","2023-06-09",4.0,991
1801,"PRD-5UYH87-DVT","Titan TShirt X","Seamless experience from setup to operation","Lighting","Smartphones","AllSeasonFit",294.99,789.99,242,23.84,36.0,84.1,40.3,"active","2024-10-05",2.0,2796
1802,"PRD-5V0PN0-GRC","OverEarHeadphones","Engineered for extended product lifespan","Bedding","Jumpsuits","CasualChic",1623.99,1161.99,208,40.73,166.0,57.3,10.1,"active","2025-07-01",4.1,1019
1803,"PRD-5V2WZ1-FMC","Tablet","Refined aesthetics for premium presentation","Reference","Pillows","TurboWave",1996.99,257.95,68,17.31,113.6,9.7,43.7,"active","2021-10-31",4.6,1375
1804,"PRD-5V3EXE-XEL","Desktop","Professional grade durability at accessible prices","Games","Jackets","GlobalElite",1193.95,848.95,354,15.2,135.2,85.4,99.6,"active","2025-10-27",4.3,3534
1805,"PRD-5V4LJQ-TVT","Pristine MidRangePhone","Proven durability in real-world applications","Accessories","Components","SpaceMaster",1112.99,59.95,143,18.36,175.4,17.5,76.7,"out_of_stock","2021-09-10",3.6,1933
1806,"PRD-5VEZYS-UDP","Reliable Chromebook","Carefully crafted for sustained performance","Networking","Bed Frames","WatchMaster",1242.95,1426.99,433,29.27,98.4,37.8,9.2,"active","2025-02-19",2.8,4119
1807,"PRD-5VHSFO-WTW","Chic PoloShirt","Powerful features unlock unlimited possibilities","Mens Fashion","PSU","ReachPlus",663.95,55.99,461,30.64,161.8,117.2,54.3,"active","2023-01-25",2.1,1595
1808,"PRD-5VLN3J-TTL","Harmony FilmCamera Rapid","Intelligent design responds to user needs","Cycling","Sleeping","DineDeluxe",462.99,1260.95,194,17.16,197.1,13.7,64.7,"discontinued","2021-09-20",1.9,4850
1809,"PRD-5VMMQI-FED","Meta Notebook L","Comfortable ergonomics for extended use","Collectibles","Cleaning","SonicSpeed",1570.99,859.99,370,23.75,60.1,31.1,32.2,"out_of_stock","2022-06-19",1.7,2495
1810,"PRD-5VWKHM-JWS","Keyboard Rapid","Eco-friendly materials and sustainable production","Mens Fashion","Utensils","FabricFine",199.99,196.99,199,25.52,116.8,90.1,70.1,"active","2025-08-07",2.9,3717
1811,"PRD-5VYSX6-TYP","Dynamic GamingMonitor Powered","Scalable solution grows with your needs","Maintenance","Belts","HubHaven",270.99,481.99,339,6.52,56.3,94.8,63.0,"active","2022-10-19",4.2,4623
1812,"PRD-5W32WQ-MQI","LongSleeveShirt Commercial","Adaptable design accommodates various uses","Camping","Gadgets","RoomDelight",301.95,931.99,382,38.58,141.0,28.7,19.4,"active","2025-02-11",2.7,663
1813,"PRD-5W3D79-MVR","Minimalist DockingStation","Steadfast reliability you can depend on always","Storage","Monitors","LotionLove",996.95,1286.95,366,17.66,175.0,87.8,71.4,"out_of_stock","2020-07-22",3.7,4273
1814,"PRD-5W8THR-XWM","SecurityCamera","Reliable operation in extreme environments","Cycling","Lighting","AudioAmplify",1464.99,1489.99,54,36.77,40.4,60.4,66.2,"active","2022-06-09",2.7,4799
1815,"PRD-5WDY2J-MLE","Luxury Earbuds","Sustainable supply chain from source to delivery","Food","Sunglasses","GymsGear",58.95,347.95,263,32.51,171.5,131.1,92.3,"discontinued","2025-10-27",4.4,1289
1816,"PRD-5WFHQD-MEW","AllInOne","Silent operation provides distraction-free experience","Gourmet","Skirts","ApexTech",102.99,1315.95,453,39.28,22.8,87.5,38.4,"coming_soon","2020-11-29",1.2,4474
1817,"PRD-5WIPMP-HOV","Workstation","Value-packed features at reasonable cost","Mobile Devices","Jeans","BathroomBliss",16.95,835.99,104,10.31,72.1,125.2,19.5,"active","2021-10-12",3.6,3269
1818,"PRD-5WKNP8-VHR","Power MacBook","Frictionless operation provides satisfaction","Maintenance","Microphones","WellnessWise",769.99,824.95,251,38.8,156.3,9.4,22.6,"coming_soon","2022-02-02",4.9,4887
1819,"PRD-5WM7XL-ZZL","Supreme Keyboard","Steadfast reliability you can depend on always","Health","Chinos","PremiumPro",472.99,963.99,0,30.24,54.2,54.1,18.5,"active","2023-07-13",4.0,4035
1820,"PRD-5WPAOK-GEG","Innovation Jacket","Automated systems streamline daily tasks","Educational Materials","ActionFigures","CrispChoice",400.95,898.99,110,32.18,131.4,72.5,46.5,"out_of_stock","2020-02-21",1.1,962
1821,"PRD-5WRIFA-FZQ","Original InstantCamera","Compatible with numerous existing systems","Personal Care","Knives","QuantumTech",1512.99,550.99,327,6.68,197.3,146.5,10.8,"active","2024-02-02",2.0,2161
1822,"PRD-5WYUQB-VFE","Elegant Speaker Gen1","High-quality product designed for everyday use","Kitchenware","Docking","GlovePro",1514.99,680.95,257,18.71,90.5,117.4,25.4,"active","2024-09-13",4.2,2791
1823,"PRD-5WZRZB-TGS","Signature Jeans","Sophisticated systems work transparently","Cycling","Underwear","PointerPro",1975.99,24.99,9,37.86,143.8,15.1,20.4,"active","2022-02-18",1.0,3119
1824,"PRD-5X17K4-LUF","Chromebook Supercharged","Smart capabilities enhance overall functionality","Puzzles","Pilates","ThreadPro",441.95,307.95,301,36.23,59.9,94.0,61.1,"active","2024-05-11",3.3,2955
1825,"PRD-5XCV8Y-LGE","Titan BasketballShoes","Rewarding experience encourages exploration","Haircare","Sunglasses","BatteryBoost",332.99,913.95,214,22.47,68.5,112.0,98.2,"active","2023-08-19",3.7,3224
1826,"PRD-5XQ8GT-EMF","Hyper Headphones","Satisfying user interface with logical layout","Gaming","CasualShoes","VitalsPlus",253.99,190.95,486,38.02,90.8,74.9,55.1,"active","2021-07-23",3.2,2292
1827,"PRD-5Y1LIB-MLM","Enterprise Watch Purple","Next-generation technology packed inside","Organic","Desktops","HomeComfort",937.95,1265.95,302,21.51,77.4,31.5,14.3,"active","2020-10-20",2.0,4047
1828,"PRD-5Y1YKU-VKI","Balance Boots","Cross-platform compatibility ensures accessibility","Puzzles","Backpacks","YogurtYum",1261.99,142.95,61,19.0,152.2,109.3,21.9,"active","2022-09-19",3.9,1275
1829,"PRD-5Y94UT-PVK","MechanicalKeyboard","State-of-the-art features for tech enthusiasts","Board Games","Gloves","ShelfStyle",584.99,494.99,43,29.15,171.8,95.1,54.5,"discontinued","2023-04-02",2.5,2207
1830,"PRD-5Y9S5J-PSI","Apex SmartGlasses","Easy navigation simplifies learning curve","Kitchenware","Maintenance","WellnessWise",279.95,860.99,234,19.57,89.7,106.1,29.4,"out_of_stock","2025-10-12",1.6,2211
1831,"PRD-5YBM5K-TNF","Apex DockingStation XL","Interchangeable components enable personalization","Beauty","Educational","DeskDream",728.99,1472.95,321,14.64,163.8,13.3,62.8,"active","2025-12-30",3.4,3694
1832,"PRD-5YE1WR-BBA","Super Monitor","Minimalist approach maximizes visual impact","Bathroom","Keyboards","CozyNest",1764.99,1317.99,410,9.07,84.0,126.9,49.3,"active","2021-06-29",2.4,3289
1833,"PRD-5YP1RV-EJX","Flawless Tablet","Smart purchase decision for value seekers","Gaming","Knives","ShowerStyle",1067.95,1489.99,85,43.28,64.5,121.1,39.1,"active","2022-01-27",1.9,798
1834,"PRD-5Z1D8P-PSG","Professional CargoPants","Eye-catching design that turns heads","Automotive","Bags","CrunchyBest",269.99,938.95,155,40.86,65.6,76.6,42.1,"active","2022-12-03",1.6,838
1835,"PRD-5Z3ON1-NQI","Webcam Economy","Flexible configuration supports customization","Games","Wallpaper","AromaArt",414.99,1412.95,350,35.37,87.2,53.3,8.4,"active","2021-03-17",2.9,3283
1836,"PRD-5Z6G5G-WGD","Mouse","Powerful performance handles complex operations","Networking","RidOns","PureEssence",811.99,1327.95,243,45.07,185.3,31.9,64.1,"active","2025-06-03",1.1,1467
1837,"PRD-5Z74QF-KCU","Sonic GamingMonitor Value","Sophisticated systems work transparently","Cameras","Safety","FutureStream",1123.95,317.99,142,8.5,127.6,19.9,42.9,"active","2024-07-13",1.8,1980
1838,"PRD-5ZGBKE-ZAA","Remarkable BluetoothSpeaker","Compatible with numerous existing systems","Gaming","Blazers","FlavourFirst",359.99,649.99,140,15.16,140.4,128.8,70.5,"active","2021-08-29",3.6,4352
1839,"PRD-5ZGJ19-JBH","Trusted GamingMonitor","Rewarding experience encourages exploration","Lighting","Bed Frames","WireWorks",1909.99,75.99,259,6.91,125.5,24.9,85.0,"active","2025-05-12",2.2,4100
1840,"PRD-5ZOMHY-SOZ","Innovation Ultrabook","Engineered for extended product lifespan","Haircare","RunningShoes","ExclusiveRange",1026.99,1380.99,337,33.14,124.9,130.5,83.4,"active","2025-08-09",3.0,3354
1841,"PRD-5ZQERG-OII","Superior Loafers","Flexible configuration supports customization","Mens Fashion","Watches","AutumnCharm",1503.99,21.99,174,42.63,61.6,121.2,18.1,"active","2022-10-04",4.6,2363
1842,"PRD-5ZVCB3-CVC","Harmony BaseballCap","Intuitive technology interface for all skill levels","Womens Fashion","Skirts","NexusCore",1800.95,161.95,331,6.6,196.4,58.1,18.8,"active","2021-07-27",2.2,856
1843,"PRD-5ZW0SB-GUP","Infinite AthleticShoes","Sustainable sourcing supports planet health","Womens Fashion","Bikes","RunningLegend",773.99,745.99,405,48.55,60.0,68.4,46.5,"out_of_stock","2023-09-16",4.4,4367
1844,"PRD-5ZZEJE-QDM","Cosmic NoiseCancel","Advanced processors deliver rapid performance","Kitchenware","Appliances","GlamourGear",383.95,1352.95,180,40.98,101.0,127.4,8.2,"active","2024-04-09",1.1,4873
1845,"PRD-603L8G-HVQ","Nexus Jacket","Built to withstand rigorous daily demands","Accessories","Building","VentVibe",1856.95,46.99,432,17.26,162.0,112.7,45.2,"active","2022-10-27",4.2,4002
1846,"PRD-604293-OUI","Virtual MidRangePhone HeavyDuty","Revolutionary technology transforms user experience","Food","RunningShoes","MinimalPure",659.99,1359.95,472,19.69,121.1,25.0,61.1,"discontinued","2024-08-23",3.9,4173
1847,"PRD-6092XW-CAF","Future Workstation Powered","Seamless operation across all conditions","Puzzles","Plants","DockingDesk",551.99,1455.95,387,48.02,53.0,71.0,89.6,"active","2025-11-30",1.8,1473
1848,"PRD-6097HX-QPK","Exceptional Shorts","Revolutionary technology transforms user experience","Haircare","Blazers","ChargerChamp",1112.99,986.99,75,44.24,103.7,13.6,51.3,"active","2020-03-25",2.0,1050
1849,"PRD-60BPY2-APA","Quantum MessengerBag Standard","Responsible stewardship of natural resources","Audio Equipment","Duvet Covers","SignatureStyle",1051.99,422.99,236,4.4,28.0,97.4,29.5,"active","2020-12-03",4.4,2822
1850,"PRD-60HWZW-FEX","Sandals Waterproof","Accessible features benefit all users equally","Home Decor","Jewelry","BathroomBliss",63.99,104.95,190,8.16,196.9,31.3,81.0,"active","2021-11-13",2.0,264
1851,"PRD-60NG6T-XHM","Modern MirrorlessCamera","Smart purchase decision for value seekers","Board Games","Underwear","SwitchSmart",1133.95,1190.99,363,46.73,191.7,148.5,78.7,"active","2024-10-03",4.0,2063
1852,"PRD-60S3C7-TKL","Professional Workstation Wireless","Premium quality without premium price tag","Food","STEM","CableConnect",1824.99,9.99,265,31.29,161.2,72.0,83.8,"out_of_stock","2021-08-30",1.1,4130
1853,"PRD-60VA5K-WHP","Zenith Phablet Performance","Sustainable sourcing supports planet health","Car Accessories","Cookware","ColorBurst",934.99,454.99,69,17.67,186.0,110.3,8.4,"active","2025-01-10",4.6,1941
1854,"PRD-614TA4-JQJ","Modern GamingHeadset","Responsive functionality with zero lag","Beauty","Mattress Pads","PotPlus",763.99,1407.99,56,49.78,193.5,122.2,98.8,"active","2021-02-08",1.7,2370
1855,"PRD-615LMW-TUL","Elite GamingMonitor Red","Peak performance under pressure situations","eBooks","Glassware","SmartMind",1929.95,28.95,328,39.92,112.1,6.9,5.3,"active","2023-07-09",4.9,186
1856,"PRD-6175IK-FZF","Turbo Coat","Affordable luxury for everyday enjoyment","Formal Wear","Desktops","TubTreat",1084.99,1304.99,225,28.51,193.0,134.3,11.0,"active","2025-12-26",4.5,483
1857,"PRD-61G2GV-JPV","Fresh LongSleeveShirt","Optimized performance for demanding tasks","Outdoors","BodyCare","FloorFine",213.95,1404.99,314,10.63,194.3,79.4,60.0,"out_of_stock","2024-09-13",2.9,4087
1858,"PRD-61HT1P-CQP","Cutting WearableCamera Basic","Solid construction built to last generations","Kitchen Appliances","Utensils","SpringStyle",1684.95,937.95,24,49.22,151.5,134.6,83.6,"discontinued","2021-10-10",3.3,3863
1859,"PRD-61Q8QF-NGV","Sonic ARGlasses","Tested for reliability and consistent performance","Home Decor","Mounts","WatchMaster",1384.99,622.99,26,27.17,166.3,23.2,66.1,"discontinued","2020-09-18",4.6,2377
1860,"PRD-61TJLG-GOZ","Edge GamingHeadset","Superior construction quality throughout","Toys","Towels","CuticleCare",854.95,65.95,456,28.34,25.9,84.4,18.7,"active","2022-06-30",4.1,4788
1861,"PRD-61WG88-JJT","Future Belt","Versatile solution for multiple applications","Electronics","Tools","DynamicMove",1456.99,812.95,28,14.22,128.2,117.3,92.5,"active","2023-09-09",4.5,862
1862,"PRD-623GZO-VUQ","ARGlasses","Eco-friendly materials and sustainable production","Educational Materials","Microphones","PowerFit",1378.95,539.95,102,33.03,70.4,29.7,62.1,"out_of_stock","2023-08-24",4.9,3079
1863,"PRD-62DA46-LJV","Clean TShirt Charged","Best value proposition in current market","Activewear","Clothing","BrightLife",520.95,1265.95,63,45.45,132.8,76.9,36.8,"active","2022-06-15",1.8,2674
1864,"PRD-62EN32-AQA","Perfect Workstation","Superior construction quality throughout","Outdoors","FlatShoes","StyleSetters",1507.95,957.99,396,20.0,76.2,10.1,59.2,"active","2025-06-03",3.1,4029
1865,"PRD-62FBTJ-UMF","FlipPhone","Contemporary styling with timeless appeal","Automotive","Ties","AdultStyle",350.99,1474.95,207,25.95,125.9,51.5,95.6,"discontinued","2020-06-09",2.6,935
1866,"PRD-62HCCH-TWV","Zenith Convertible","Transformable design evolves with changing needs","Audiobooks","Bottoms","GlassGear",1928.95,9.95,455,3.49,171.5,123.2,44.3,"active","2025-12-07",1.3,381
1867,"PRD-62R966-MTF","Turbo Desktop","Premium quality without premium price tag","Maintenance","OutdoorToys","ActiveGear",578.99,739.99,311,20.99,132.4,149.1,88.9,"active","2024-04-01",1.7,3257
1868,"PRD-62T4WD-CJW","Zen LaptopBag BeastMode","Green manufacturing processes throughout","Lighting","Loafers","GourmetSelect",826.99,637.99,164,41.81,94.7,123.8,53.7,"active","2023-07-25",3.6,2902
1869,"PRD-62W8F8-CRN","Vest","Solid construction built to last generations","Lighting","Knives","ScarfSilk",1571.99,172.95,402,0.39,11.2,42.7,37.8,"active","2023-02-25",1.3,4726
1870,"PRD-6302DD-WJH","Quantum Boots L","Carbon-neutral production methods employed","Clothing","Backpacks","UnderStyle",1335.99,496.99,339,6.25,114.3,122.7,15.7,"active","2025-12-04",4.1,392
1871,"PRD-63156Q-MOX","LongSleeveShirt","Powerful features unlock unlimited possibilities","Grocery","Skirts","EyesElegant",360.95,954.95,44,47.3,85.8,63.4,29.3,"active","2023-05-04",3.6,4172
1872,"PRD-636BM0-SFL","Enterprise Desktop","Tested for reliability and consistent performance","Car Electronics","Blouses","PowerMax",424.99,570.95,15,35.7,80.4,131.0,86.7,"active","2024-01-08",2.8,12
1873,"PRD-638JAY-ASB","Exclusive Loafers Essential","Simple setup requires minimal technical knowledge","Beauty","Winter Sports","CraftsmanPro",834.99,469.95,310,17.34,42.9,136.1,36.4,"discontinued","2022-02-18",1.7,56
1874,"PRD-63A00R-IPB","Verified Hub Exclusive","Biodegradable packaging minimizes waste impact","Clothing","Jackets","SleekDesign",1716.95,1158.95,188,45.52,45.5,54.4,8.8,"out_of_stock","2021-01-13",2.5,2017
1875,"PRD-63CTCJ-IPL","Tablet","Next-generation technology packed inside","Audio Equipment","Manga","DataFlow",722.99,462.99,474,42.3,195.3,23.9,38.4,"active","2021-11-24",4.5,4333
1876,"PRD-63DHQG-BFI","Innovation Blazer","Proven durability in real-world applications","Fitness Equipment","Mattress Pads","FarmFresh",1514.95,1042.95,397,28.56,193.8,111.8,9.1,"active","2020-10-02",4.3,3930
1877,"PRD-63E0JL-NIK","SmartRing","Breakthrough innovations improve productivity","Gaming","Cookware","SmoothieSmooth",1130.95,220.99,35,29.34,198.8,50.8,72.9,"active","2022-07-12",3.6,1537
1878,"PRD-63JCR8-QWY","TShirt","Elegant aesthetics with minimalist approach","Car Electronics","Tents","MouseMove",1145.99,874.95,276,7.3,90.0,107.0,69.6,"active","2022-02-22",3.6,764
1879,"PRD-63S9Y1-NTN","MirrorlessCamera","Reinforced design for maximum longevity","Sports","Gloves","FilmFit",782.99,36.99,147,10.43,9.9,133.8,85.9,"active","2025-11-12",2.2,2488
1880,"PRD-63UQHI-VQD","Thunder Camera Turbo","Clean lines and refined proportions throughout","Educational Materials","Lighting","SmoothieSmooth",1533.95,375.99,57,19.2,55.8,15.9,59.9,"out_of_stock","2021-05-30",4.8,751
1881,"PRD-640Q71-ULU","Headphones","Flexible configuration supports customization","Organic","FeaturePhones","HeritageClassic",574.99,498.99,425,0.8,21.5,92.7,13.2,"active","2023-06-01",3.9,1582
1882,"PRD-647HD0-MZE","Giga Journal Lightweight","Accessible features benefit all users equally","Beverages","Speakers","AirFlow",952.99,792.95,113,2.68,145.7,137.7,60.3,"active","2020-07-13",4.2,4193
1883,"PRD-647X4G-RMH","Cutting Smartwatch Wireless","Bold design statement for fashion forward users","Cameras","Jewelry","CulinaryPro",37.99,224.99,228,26.52,170.7,6.7,23.5,"active","2025-04-07",1.8,1853
1884,"PRD-64GJ75-ORO","DSLR Gen1","Recyclable materials reduce environmental burden","Kitchenware","Sheets","BakeryBest",1839.95,35.99,441,38.99,23.3,110.0,35.3,"discontinued","2022-12-12",1.6,3188
1885,"PRD-64LQ1A-ZOR","Bold Boots","Compostable materials break down naturally","Health","Sneakers","HomeComfort",604.99,617.95,304,14.75,100.3,134.6,46.7,"active","2024-08-05",1.8,36
1886,"PRD-64Q6MY-QEH","Quantum Loafers OneSize","Modular design allows component upgrades","Car Electronics","Cookware","ShellStyle",974.99,1475.95,85,49.06,44.0,51.7,75.2,"active","2020-02-03",2.6,3912
1887,"PRD-64RKC9-GQO","Apex Netbook","Rapid processing speeds accelerate workflows","Maintenance","Tablets","NetworkHub",1965.99,1291.95,225,27.15,8.7,50.2,90.2,"coming_soon","2024-03-14",4.4,335
1888,"PRD-64SRB3-QGK","Sonic CurvedMonitor","Durable and reliable for long-lasting performance","Haircare","PowerBanks","StrengthCore",889.95,297.95,273,19.9,82.4,28.4,26.5,"active","2021-11-29",2.1,2187
1889,"PRD-64VFLH-GJT","Diamond Pen Set","Best value proposition in current market","Car Electronics","Batteries","InnerComfort",1305.95,712.99,417,3.65,160.8,145.2,18.0,"coming_soon","2024-03-05",1.7,3118
1890,"PRD-64YZ0S-QCF","Rocket Headphones Anniversary","Understated elegance for subtle sophistication","Camping","STEM","CasualChic",265.99,1004.95,467,37.76,138.4,53.7,67.9,"active","2021-06-13",4.4,2073
1891,"PRD-653MB2-JYW","GamingMonitor RustProof","Helpful documentation supports quick learning","Audiobooks","Tablets","FlexFit",366.99,538.95,193,47.75,40.6,32.2,71.4,"active","2025-10-02",1.5,4423
1892,"PRD-653SIL-TXO","SmartGlasses Supercharged","Premium features at budget-friendly pricing","Audio Equipment","Loafers","BulbBright",609.99,1041.95,28,31.32,198.2,113.8,99.7,"coming_soon","2022-02-06",3.7,1917
1893,"PRD-658E7H-IYK","Convertible Bundle","Reliable operation in extreme environments","Bathroom","Bed Frames","HubHaven",1885.99,1025.95,299,21.75,169.8,58.3,81.7,"out_of_stock","2025-04-19",4.9,3564
1894,"PRD-658Y6D-CQL","Supreme WirelessEarbuds Basic","Biodegradable packaging minimizes waste impact","Audio Equipment","Tires","LayerLuxe",427.99,763.95,26,22.6,67.2,8.4,42.3,"coming_soon","2022-10-22",2.2,29
1895,"PRD-65CI58-QUH","Perfect Soundbar Extreme","Recyclable materials reduce environmental burden","Mobile Devices","PhoneAccessories","WoolClassic",979.99,702.95,64,1.96,155.2,73.4,85.4,"active","2020-04-28",1.4,2051
1896,"PRD-65EGY8-HKL","Harmony Earbuds","Futuristic technology available today","Womens Fashion","Shirts","CrownJewel",927.95,319.99,173,13.24,115.2,14.7,70.6,"active","2024-10-31",2.6,4159
1897,"PRD-65LCHD-DQO","Super Planner","Interchangeable components enable personalization","Car Accessories","Stands","GlowGear",979.99,452.99,32,13.11,8.4,57.8,50.9,"out_of_stock","2021-10-06",3.3,886
1898,"PRD-65NNTK-LDP","Sophisticated Headphones","Universal appeal across diverse user groups","Maintenance","Vinyl","BoostPerform",1290.99,904.99,211,7.68,37.4,89.8,21.3,"active","2025-09-20",2.5,2675
1899,"PRD-65NPJ8-KSK","Refined WearableCamera M","Enjoyable experience motivates regular usage","Gaming","Sunglasses","GuardGear",1503.99,1236.95,414,21.61,180.2,85.2,72.5,"active","2023-12-25",3.8,3852
1900,"PRD-65PPG8-CRR","Cosmic Monitor4K","Compostable materials break down naturally","Car Electronics","Storage","CottonCare",1711.95,1228.95,160,26.95,154.6,127.9,76.3,"discontinued","2025-07-02",2.5,2090
1901,"PRD-65QDDZ-VCR","Verified Planner","Carbon-neutral production methods employed","Fitness Equipment","ActionCameras","YogurtYum",1664.99,629.99,196,9.76,156.5,148.3,40.7,"out_of_stock","2025-11-17",2.6,4920
1902,"PRD-65QDL2-ZFW","Cyclone CurvedMonitor","Connected features for seamless integration","Outdoors","Filters","MaxCore",731.95,234.99,371,37.24,85.8,124.8,47.3,"active","2024-10-28",4.3,2598
1903,"PRD-65R7FC-JGS","WirelessEarbuds","Intuitive interface makes operation effortless","Sports","Storage","FoundationFlow",1308.99,551.95,217,14.62,121.0,52.9,47.4,"out_of_stock","2022-12-12",3.5,3295
1904,"PRD-6600DQ-IZG","Evolution GamingRig","Comfortable ergonomics for extended use","Activewear","Bed Frames","OrganicOasis",1743.95,177.99,277,31.78,102.7,68.4,12.1,"active","2022-07-06",3.1,136
1905,"PRD-669SJI-YTK","Cyclone WirelessEarbuds Bundle","Precision engineered for optimal durability","Haircare","Fluids","CuticleCare",1964.95,763.99,196,26.93,91.7,37.4,7.4,"active","2024-06-29",1.3,613
1906,"PRD-66CCAA-VVY","Cutting GamingMouse Large","Engineered for extended product lifespan","Activewear","Mats","RoomDelight",1113.99,832.99,54,22.86,14.7,24.0,18.1,"active","2025-11-29",4.3,2355
1907,"PRD-66EVPS-EZP","Infinite MidRangePhone","Sophisticated systems work transparently","Organic","Decor","PowderPro",1922.99,1187.95,473,10.8,122.6,32.7,90.4,"active","2021-07-12",1.1,2006
1908,"PRD-66HO6U-RBL","Innovation Pen","High-tech features simplified for easy operation","Electronics","Romance","TrainHard",1347.95,466.99,288,0.13,166.7,68.1,91.7,"active","2025-05-09",4.9,4371
1909,"PRD-66JSKB-HZG","Jacket Wireless","Eco-friendly materials and sustainable production","Activewear","Cleaning","SkinGlow",523.95,828.95,10,12.53,100.8,8.7,37.3,"coming_soon","2021-11-06",3.0,4556
1910,"PRD-66KGR1-DWX","Edge Cable","Sustainable sourcing supports planet health","Collectibles","Yoga","ColorBurst",801.95,1136.95,207,7.45,114.1,63.9,93.9,"active","2023-01-09",2.2,1409
1911,"PRD-66OBBH-CKY","Zen GamingRig Aluminum","Satisfying user interface with logical layout","Audiobooks","ClockS","ScrubbySoft",1396.95,1053.99,427,5.19,40.1,77.9,78.5,"active","2022-01-17",3.1,312
1912,"PRD-66ODEY-AMZ","Fresh InEarMonitor Gen3","Understated elegance for subtle sophistication","Fitness Equipment","Skirts","MouseMove",610.99,472.99,49,44.1,32.5,141.4,83.6,"active","2024-02-13",4.1,3730
1913,"PRD-66PW95-YKP","Verified AllInOne StainlessSteel","Rewarding experience encourages exploration","Food","BodyCare","ElegantForm",1881.99,1123.99,239,21.87,170.2,97.3,26.0,"active","2025-05-09",2.2,4551
1914,"PRD-66SKP8-ABR","Stylish NoiseCancel BeastMode","Progressive features support future expansion","Reference","BodyCare","PerfumePass",841.99,658.95,416,47.35,198.4,52.5,58.8,"active","2023-05-07",3.2,4697
1915,"PRD-66TQVC-ZYY","Belt","Helpful documentation supports quick learning","Cycling","Pillows","LipsLuxe",824.99,112.95,388,48.35,146.2,101.4,36.6,"discontinued","2024-10-22",2.0,3298
1916,"PRD-66XNK3-ZIX","FoldablePhone Supercharged","Wide compatibility ensures broad applicability","Gourmet","Headphones","BedBliss",898.99,799.99,238,36.96,196.5,14.6,63.2,"coming_soon","2025-06-18",3.2,342
1917,"PRD-6700QQ-WIT","Velocity Hoodie Max","Ethical sourcing ensures fair trade practices","Gaming","Sneakers","SilverStone",76.95,1063.95,227,5.44,59.0,21.8,19.4,"active","2023-02-06",3.1,2117
1918,"PRD-6730I5-MYQ","Deluxe NoiseCancel","Scalable solution grows with your needs","Kitchenware","Stands","ConditionCare",41.99,1128.99,290,48.08,174.8,81.3,63.7,"discontinued","2022-12-16",1.7,1674
1919,"PRD-677Q6G-FQQ","Mega HighHeels","Planet-friendly alternative to conventional products","Maintenance","Amplifiers","CommandCenter",1015.99,1274.99,434,48.89,13.5,90.3,75.4,"active","2024-11-29",3.1,2831
1920,"PRD-6793X6-TXW","MacBook","Comfortable ergonomics for extended use","Maintenance","Mirrors","ManiPedi",317.99,599.95,357,15.28,78.5,96.4,74.5,"active","2022-02-25",3.7,1834
1921,"PRD-67JTPN-EBL","Soundbar Combo","Premium craftsmanship with attention to detail","Bedding","Yoga","ThermaTech",254.95,636.99,97,6.15,19.9,81.2,27.3,"active","2020-03-20",4.9,2059
1922,"PRD-67QBXA-IKD","MiniPC","Eco-friendly materials and sustainable production","Bedding","Tops","BrushBest",674.95,1067.95,288,4.3,34.4,128.6,73.0,"active","2022-06-17",4.6,1435
1923,"PRD-67RPQ4-LNJ","Robust Jeans","Seamless operation across all conditions","Clothing","Winter Sports","BodyCare",1025.99,1103.99,287,10.97,93.6,37.5,20.9,"active","2025-11-05",1.3,2528
1924,"PRD-67RRWW-GSA","Zenith Notepad","Innovative features for enhanced user experience","Storage","TShirts","SilkSoft",1796.95,245.95,396,12.93,88.4,75.8,38.8,"out_of_stock","2020-08-10",3.3,3908
1925,"PRD-67TUU4-DHA","Professional Blazer Gold","Powerful performance handles complex operations","Accessories","Skirts","FarmFresh",175.99,495.95,150,5.88,52.6,17.3,99.2,"active","2022-12-20",4.3,4393
1926,"PRD-67X7JB-LCZ","Revolution Sneakers","Artistic design combining form and function","Mens Fashion","Blazers","ZenHome",1117.95,1055.99,472,48.41,34.7,143.6,80.4,"active","2023-11-07",2.2,1703
1927,"PRD-67YJ3P-OBY","Remarkable BluetoothSpeaker","Interchangeable components enable personalization","Audiobooks","Shower Curtains","BeautyBliss",1025.95,1345.99,303,12.42,121.2,148.1,26.5,"out_of_stock","2023-01-27",2.1,435
